surah;ayat;kata;huruf;cum_kata;cum_huruf
1;1;4;16;4;16
1;2;4;15;8;31
1;3;2;10;10;41
1;4;3;9;13;50
1;5;4;16;17;66
1;6;4;14;21;80
1;7;10;35;31;115
2;1;5;19;5;19
2;2;8;23;13;42
2;3;8;38;21;80
2;4;12;47;33;127
2;5;8;34;41;161
2;6;11;43;52;204
2;7;12;51;64;255
2;8;11;42;75;297
2;9;10;44;85;341
2;10;12;47;97;388
2;11;11;40;108;428
2;12;7;28;115;456
2;13;19;76;134;532
2;14;16;71;150;603
2;15;7;28;157;631
2;16;11;52;168;683
2;17;17;66;185;749
2;18;6;17;191;766
2;19;20;75;211;841
2;20;25;93;236;934
2;21;11;45;247;979
2;22;25;91;272;1070
2;23;20;73;292;1143
2;24;13;59;305;1202
2;25;35;137;340;1339
2;26;40;136;380;1475
2;27;20;71;400;1546
2;28;14;50;414;1596
2;29;20;60;434;1656
2;30;28;101;462;1757
2;31;15;68;477;1825
2;32;12;44;489;1869
2;33;23;96;512;1965
2;34;13;59;525;2024
2;35;18;75;543;2099
2;36;19;79;562;2178
2;37;11;40;573;2218
2;38;17;60;590;2278
2;39;10;48;600;2326
2;40;14;56;614;2382
2;41;18;75;632;2457
2;42;8;39;640;2496
2;43;8;35;648;2531
2;44;11;52;659;2583
2;45;8;40;667;2623
2;46;9;34;676;2657
2;47;12;46;688;2703
2;48;19;62;707;2765
2;49;19;77;726;2842
2;50;10;49;736;2891
2;51;13;48;749;2939
2;52;9;30;758;2969
2;53;7;35;765;3004
2;54;27;112;792;3116
2;55;14;57;806;3173
2;56;7;30;813;3203
2;57;18;84;831;3287
2;58;20;86;851;3373
2;59;18;67;869;3440
2;60;29;107;898;3547
2;61;62;233;960;3780
2;62;24;98;984;3878
2;63;15;66;999;3944
2;64;14;49;1013;3993
2;65;12;48;1025;4041
2;66;9;41;1034;4082
2;67;20;78;1054;4160
2;68;24;73;1078;4233
2;69;18;65;1096;4298
2;70;17;55;1113;4353
2;71;24;88;1137;4441
2;72;13;40;1150;4481
2;73;12;49;1162;4530
2;74;38;129;1200;4659
2;75;20;71;1220;4730
2;76;23;98;1243;4828
2;77;9;31;1252;4859
2;78;11;40;1263;4899
2;79;24;88;1287;4987
2;80;23;85;1310;5072
2;81;13;51;1323;5123
2;82;10;49;1333;5172
2;83;31;132;1364;5304
2;84;15;69;1379;5373
2;85;51;210;1430;5583
2;86;13;54;1443;5637
2;87;28;125;1471;5762
2;88;10;43;1481;5805
2;89;26;101;1507;5906
2;90;27;97;1534;6003
2;91;30;112;1564;6115
2;92;12;47;1576;6162
2;93;27;122;1603;6284
2;94;17;62;1620;6346
2;95;9;37;1629;6383
2;96;25;91;1654;6474
2;97;18;66;1672;6540
2;98;12;51;1684;6591
2;99;10;40;1694;6631
2;100;10;42;1704;6673
2;101;22;82;1726;6755
2;102;74;282;1800;7037
2;103;12;46;1812;7083
2;104;13;57;1825;7140
2;105;25;82;1850;7222
2;106;20;57;1870;7279
2;107;18;52;1888;7331
2;108;18;66;1906;7397
2;109;33;109;1939;7506
2;110;17;70;1956;7576
2;111;18;68;1974;7644
2;112;17;56;1991;7700
2;113;32;117;2023;7817
2;114;30;101;2053;7918
2;115;13;45;2066;7963
2;116;15;50;2081;8013
2;117;12;41;2093;8054
2;118;25;92;2118;8146
2;119;10;41;2128;8187
2;120;31;100;2159;8287
2;121;15;65;2174;8352
2;122;12;46;2186;8398
2;123;18;61;2204;8459
2;124;21;74;2225;8533
2;125;24;102;2249;8635
2;126;32;113;2281;8748
2;127;15;55;2296;8803
2;128;17;69;2313;8872
2;129;16;69;2329;8941
2;130;19;64;2348;9005
2;131;9;31;2357;9036
2;132;17;61;2374;9097
2;133;29;111;2403;9208
2;134;15;53;2418;9261
2;135;16;59;2434;9320
2;136;32;124;2466;9444
2;137;19;72;2485;9516
2;138;10;35;2495;9551
2;139;14;61;2509;9612
2;140;31;120;2540;9732
2;141;15;53;2555;9785
2;142;23;76;2578;9861
2;143;46;172;2624;10033
2;144;34;133;2658;10166
2;145;32;122;2690;10288
2;146;14;64;2704;10352
2;147;7;24;2711;10376
2;148;20;63;2731;10439
2;149;17;62;2748;10501
2;150;31;126;2779;10627
2;151;17;79;2796;10706
2;152;6;28;2802;10734
2;153;10;43;2812;10777
2;154;14;45;2826;10822
2;155;14;56;2840;10878
2;156;11;40;2851;10918
2;157;10;41;2861;10959
2;158;25;78;2886;11037
2;159;20;79;2906;11116
2;160;11;51;2917;11167
2;161;13;58;2930;11225
2;162;9;32;2939;11257
2;163;10;35;2949;11292
2;164;44;156;2993;11448
2;165;31;107;3024;11555
2;166;12;49;3036;11604
2;167;25;86;3061;11690
2;168;17;58;3078;11748
2;169;11;46;3089;11794
2;170;22;83;3111;11877
2;171;18;58;3129;11935
2;172;14;56;3143;11991
2;173;25;80;3168;12071
2;174;29;105;3197;12176
2;175;11;54;3208;12230
2;176;15;48;3223;12278
2;177;52;233;3275;12511
2;178;39;141;3314;12652
2;179;8;33;3322;12685
2;180;17;65;3339;12750
2;181;14;48;3353;12798
2;182;16;51;3369;12849
2;183;14;53;3383;12902
2;184;33;110;3416;13012
2;185;44;165;3460;13177
2;186;17;65;3477;13242
2;187;66;255;3543;13497
2;188;19;79;3562;13576
2;189;30;104;3592;13680
2;190;13;49;3605;13729
2;191;26;118;3631;13847
2;192;6;21;3637;13868
2;193;16;58;3653;13926
2;194;22;90;3675;14016
2;195;14;56;3689;14072
2;196;74;257;3763;14329
2;197;29;106;3792;14435
2;198;26;101;3818;14536
2;199;12;42;3830;14578
2;200;24;90;3854;14668
2;201;14;52;3868;14720
2;202;8;32;3876;14752
2;203;27;88;3903;14840
2;204;17;54;3920;14894
2;205;14;49;3934;14943
2;206;12;46;3946;14989
2;207;11;42;3957;15031
2;208;16;57;3973;15088
2;209;12;43;3985;15131
2;210;17;61;4002;15192
2;211;21;65;4023;15257
2;212;20;75;4043;15332
2;213;51;180;4094;15512
2;214;30;115;4124;15627
2;215;23;87;4147;15714
2;216;25;86;4172;15800
2;217;57;223;4229;16023
2;218;16;63;4245;16086
2;219;28;110;4273;16196
2;220;27;102;4300;16298
2;221;39;168;4339;16466
2;222;28;103;4367;16569
2;223;16;76;4383;16645
2;224;14;59;4397;16704
2;225;14;58;4411;16762
2;226;13;49;4424;16811
2;227;7;25;4431;16836
2;228;41;158;4472;16994
2;229;46;176;4518;17170
2;230;30;104;4548;17274
2;231;46;187;4594;17461
2;232;37;134;4631;17595
2;233;69;268;4700;17863
2;234;26;110;4726;17973
2;235;47;185;4773;18158
2;236;25;103;4798;18261
2;237;35;130;4833;18391
2;238;9;39;4842;18430
2;239;15;63;4857;18493
2;240;29;101;4886;18594
2;241;6;31;4892;18625
2;242;8;28;4900;18653
2;243;29;97;4929;18750
2;244;9;31;4938;18781
2;245;16;59;4954;18840
2;246;55;194;5009;19034
2;247;44;144;5053;19178
2;248;31;106;5084;19284
2;249;60;218;5144;19502
2;250;15;72;5159;19574
2;251;27;112;5186;19686
2;252;9;36;5195;19722
2;253;53;189;5248;19911
2;254;21;77;5269;19988
2;255;52;161;5321;20149
2;256;24;84;5345;20233
2;257;24;104;5369;20337
2;258;46;137;5415;20474
2;259;67;228;5482;20702
2;260;40;129;5522;20831
2;261;26;83;5548;20914
2;262;25;82;5573;20996
2;263;12;39;5585;21035
2;264;38;152;5623;21187
2;265;28;113;5651;21300
2;266;37;133;5688;21433
2;267;29;112;5717;21545
2;268;14;57;5731;21602
2;269;16;55;5747;21657
2;270;15;54;5762;21711
2;271;20;81;5782;21792
2;272;29;101;5811;21893
2;273;30;115;5841;22008
2;274;18;68;5859;22076
2;275;46;167;5905;22243
2;276;11;37;5916;22280
2;277;19;82;5935;22362
2;278;13;47;5948;22409
2;279;18;70;5966;22479
2;280;14;50;5980;22529
2;281;15;49;5995;22578
2;282;129;490;6124;23068
2;283;33;129;6157;23197
2;284;29;88;6186;23285
2;285;27;112;6213;23397
2;286;49;181;6262;23578
3;1;5;19;5;19
3;2;7;20;12;39
3;3;11;44;23;83
3;4;18;66;41;149
3;5;11;29;52;178
3;6;13;40;65;218
3;7;47;175;112;393
3;8;15;52;127;445
3;9;13;39;140;484
3;10;17;60;157;544
3;11;14;63;171;607
3;12;9;41;180;648
3;13;30;98;210;746
3;14;26;104;236;850
3;15;28;94;264;944
3;16;11;46;275;990
3;17;6;43;281;1033
3;18;18;67;299;1100
3;19;26;91;325;1191
3;20;26;110;351;1301
3;21;18;73;369;1374
3;22;11;45;380;1419
3;23;20;71;400;1490
3;24;17;59;417;1549
3;25;15;47;432;1596
3;26;25;82;457;1678
3;27;21;67;478;1745
3;28;28;96;506;1841
3;29;23;67;529;1908
3;30;26;87;555;1995
3;31;14;54;569;2049
3;32;11;40;580;2089
3;33;14;44;594;2133
3;34;7;23;601;2156
3;35;19;56;620;2212
3;36;24;94;644;2306
3;37;34;128;678;2434
3;38;15;46;693;2480
3;39;20;78;713;2558
3;40;18;54;731;2612
3;41;20;71;751;2683
3;42;12;52;763;2735
3;43;8;26;771;2761
3;44;21;70;792;2831
3;45;20;74;812;2905
3;46;7;27;819;2932
3;47;24;70;843;3002
3;48;5;29;848;3031
3;49;47;163;895;3194
3;50;19;70;914;3264
3;51;9;30;923;3294
3;52;21;78;944;3372
3;53;9;42;953;3414
3;54;6;25;959;3439
3;55;30;112;989;3551
3;56;13;53;1002;3604
3;57;11;51;1013;3655
3;58;8;27;1021;3682
3;59;15;45;1036;3727
3;60;7;22;1043;3749
3;61;25;109;1068;3858
3;62;15;48;1083;3906
3;63;6;24;1089;3930
3;64;31;120;1120;4050
3;65;16;62;1136;4112
3;66;19;71;1155;4183
3;67;15;54;1170;4237
3;68;14;55;1184;4292
3;69;13;50;1197;4342
3;70;8;36;1205;4378
3;71;10;47;1215;4425
3;72;17;74;1232;4499
3;73;33;100;1265;4599
3;74;8;28;1273;4627
3;75;38;127;1311;4754
3;76;9;31;1320;4785
3;77;27;100;1347;4885
3;78;29;107;1376;4992
3;79;28;110;1404;5102
3;80;13;61;1417;5163
3;81;34;138;1451;5301
3;82;8;29;1459;5330
3;83;15;52;1474;5382
3;84;30;115;1504;5497
3;85;13;44;1517;5541
3;86;18;69;1535;5610
3;87;9;43;1544;5653
3;88;9;32;1553;5685
3;89;12;39;1565;5724
3;90;14;58;1579;5782
3;91;24;85;1603;5867
3;92;15;52;1618;5919
3;93;27;89;1645;6008
3;94;12;41;1657;6049
3;95;12;40;1669;6089
3;96;10;39;1679;6128
3;97;26;86;1705;6214
3;98;12;45;1717;6259
3;99;19;73;1736;6332
3;100;14;58;1750;6390
3;101;18;65;1768;6455
3;102;12;49;1780;6504
3;103;36;145;1816;6649
3;104;14;63;1830;6712
3;105;14;60;1844;6772
3;106;17;74;1861;6846
3;107;10;36;1871;6882
3;108;11;42;1882;6924
3;109;12;37;1894;6961
3;110;23;106;1917;7067
3;111;11;43;1928;7110
3;112;37;136;1965;7246
3;113;15;52;1980;7298
3;114;16;70;1996;7368
3;115;9;33;2005;7401
3;116;19;70;2024;7471
3;117;23;90;2047;7561
3;118;31;116;2078;7677
3;119;27;118;2105;7795
3;120;21;80;2126;7875
3;121;11;44;2137;7919
3;122;12;52;2149;7971
3;123;10;44;2159;8015
3;124;13;55;2172;8070
3;125;15;67;2187;8137
3;126;17;61;2204;8198
3;127;9;37;2213;8235
3;128;12;39;2225;8274
3;129;17;50;2242;8324
3;130;12;57;2254;8381
3;131;5;22;2259;8403
3;132;5;26;2264;8429
3;133;13;51;2277;8480
3;134;13;54;2290;8534
3;135;23;95;2313;8629
3;136;15;65;2328;8694
3;137;13;47;2341;8741
3;138;6;28;2347;8769
3;139;9;39;2356;8808
3;140;24;91;2380;8899
3;141;6;27;2386;8926
3;142;13;52;2399;8978
3;143;12;49;2411;9027
3;144;27;95;2438;9122
3;145;24;91;2462;9213
3;146;21;76;2483;9289
3;147;19;81;2502;9370
3;148;10;44;2512;9414
3;149;12;56;2524;9470
3;150;6;22;2530;9492
3;151;19;74;2549;9566
3;152;40;151;2589;9717
3;153;26;99;2615;9816
3;154;75;257;2690;10073
3;155;21;78;2711;10151
3;156;38;138;2749;10289
3;157;14;47;2763;10336
3;158;7;27;2770;10363
3;159;30;108;2800;10471
3;160;18;66;2818;10537
3;161;21;60;2839;10597
3;162;14;47;2853;10644
3;163;8;28;2861;10672
3;164;25;95;2886;10767
3;165;20;69;2906;10836
3;166;9;40;2915;10876
3;167;34;134;2949;11010
3;168;17;68;2966;11078
3;169;14;46;2980;11124
3;170;19;71;2999;11195
3;171;12;40;3011;11235
3;172;15;61;3026;11296
3;173;17;68;3043;11364
3;174;16;56;3059;11420
3;175;12;49;3071;11469
3;176;22;72;3093;11541
3;177;12;43;3105;11584
3;178;17;66;3122;11650
3;179;36;127;3158;11777
3;180;32;106;3190;11883
3;181;22;84;3212;11967
3;182;10;32;3222;11999
3;183;28;107;3250;12106
3;184;12;48;3262;12154
3;185;23;88;3285;12242
3;186;27;99;3312;12341
3;187;21;90;3333;12431
3;188;20;78;3353;12509
3;189;10;32;3363;12541
3;190;12;46;3375;12587
3;191;22;90;3397;12677
3;192;11;42;3408;12719
3;193;20;90;3428;12809
3;194;14;54;3442;12863
3;195;43;173;3485;13036
3;196;7;24;3492;13060
3;197;7;28;3499;13088
3;198;21;76;3520;13164
3;199;30;110;3550;13274
3;200;10;51;3560;13325
4;1;33;125;33;125
4;2;19;73;52;198
4;3;30;108;82;306
4;4;14;55;96;361
4;5;17;70;113;431
4;6;39;169;152;600
4;7;21;82;173;682
4;8;13;64;186;746
4;9;15;62;201;808
4;10;14;53;215;861
4;11;73;245;288;1106
4;12;92;272;380;1378
4;13;19;68;399;1446
4;14;13;49;412;1495
4;15;22;91;434;1586
4;16;14;65;448;1651
4;17;20;78;468;1729
4;18;24;95;492;1824
4;19;34;142;526;1966
4;20;17;80;543;2046
4;21;11;46;554;2092
4;22;17;62;571;2154
4;23;56;241;627;2395
4;24;46;166;673;2561
4;25;60;243;733;2804
4;26;14;47;747;2851
4;27;14;45;761;2896
4;28;8;28;769;2924
4;29;24;91;793;3015
4;30;16;47;809;3062
4;31;12;54;821;3116
4;32;27;98;848;3214
4;33;21;77;869;3291
4;34;42;172;911;3463
4;35;22;82;933;3545
4;36;34;133;967;3678
4;37;15;69;982;3747
4;38;19;71;1001;3818
4;39;15;62;1016;3880
4;40;15;50;1031;3930
4;41;12;41;1043;3971
4;42;14;52;1057;4023
4;43;48;190;1105;4213
4;44;14;54;1119;4267
4;45;9;39;1128;4306
4;46;39;159;1167;4465
4;47;28;115;1195;4580
4;48;21;60;1216;4640
4;49;14;45;1230;4685
4;50;10;34;1240;4719
4;51;20;84;1260;4803
4;52;11;38;1271;4841
4;53;10;32;1281;4873
4;54;19;74;1300;4947
4;55;11;38;1311;4985
4;56;20;86;1331;5071
4;57;21;91;1352;5162
4;58;26;91;1378;5253
4;59;29;114;1407;5367
4;60;30;111;1437;5478
4;61;15;58;1452;5536
4;62;16;66;1468;5602
4;63;16;59;1484;5661
4;64;23;97;1507;5758
4;65;19;68;1526;5826
4;66;27;99;1553;5925
4;67;6;26;1559;5951
4;68;4;18;1563;5969
4;69;18;78;1581;6047
4;70;8;24;1589;6071
4;71;10;43;1599;6114
4;72;17;58;1616;6172
4;73;18;67;1634;6239
4;74;22;74;1656;6313
4;75;32;121;1688;6434
4;76;20;80;1708;6514
4;77;48;180;1756;6694
4;78;36;132;1792;6826
4;79;18;69;1810;6895
4;80;12;44;1822;6939
4;81;24;89;1846;7028
4;82;13;50;1859;7078
4;83;30;121;1889;7199
4;84;22;76;1911;7275
4;85;22;68;1933;7343
4;86;15;50;1948;7393
4;87;17;53;1965;7446
4;88;23;78;1988;7524
4;89;28;119;2016;7643
4;90;36;151;2052;7794
4;91;32;146;2084;7940
4;92;60;219;2144;8159
4;93;16;65;2160;8224
4;94;40;150;2200;8374
4;95;35;145;2235;8519
4;96;8;35;2243;8554
4;97;28;117;2271;8671
4;98;13;53;2284;8724
4;99;10;38;2294;8762
4;100;33;105;2327;8867
4;101;23;85;2350;8952
4;102;63;263;2413;9215
4;103;20;95;2433;9310
4;104;22;85;2455;9395
4;105;15;59;2470;9454
4;106;7;26;2477;9480
4;107;14;48;2491;9528
4;108;21;71;2512;9599
4;109;18;67;2530;9666
4;110;13;43;2543;9709
4;111;11;41;2554;9750
4;112;14;48;2568;9798
4;113;33;122;2601;9920
4;114;28;87;2629;10007
4;115;20;71;2649;10078
4;116;21;59;2670;10137
4;117;11;39;2681;10176
4;118;8;34;2689;10210
4;119;21;100;2710;10310
4;120;7;29;2717;10339
4;121;7;31;2724;10370
4;122;21;86;2745;10456
4;123;20;62;2765;10518
4;124;16;61;2781;10579
4;125;19;63;2800;10642
4;126;13;37;2813;10679
4;127;41;152;2854;10831
4;128;29;116;2883;10947
4;129;22;93;2905;11040
4;130;12;37;2917;11077
4;131;34;109;2951;11186
4;132;11;33;2962;11219
4;133;13;42;2975;11261
4;134;14;52;2989;11313
4;135;40;144;3029;11457
4;136;28;116;3057;11573
4;137;20;71;3077;11644
4;138;6;25;3083;11669
4;139;14;59;3097;11728
4;140;33;120;3130;11848
4;141;36;140;3166;11988
4;142;19;81;3185;12069
4;143;17;55;3202;12124
4;144;17;74;3219;12198
4;145;11;38;3230;12236
4;146;18;81;3248;12317
4;147;11;45;3259;12362
4;148;15;45;3274;12407
4;149;14;46;3288;12453
4;150;23;85;3311;12538
4;151;8;41;3319;12579
4;152;17;71;3336;12650
4;153;39;151;3375;12801
4;154;19;82;3394;12883
4;155;22;94;3416;12977
4;156;6;29;3422;13006
4;157;34;114;3456;13120
4;158;8;27;3464;13147
4;159;14;49;3478;13196
4;160;14;53;3492;13249
4;161;15;68;3507;13317
4;162;27;119;3534;13436
4;163;27;115;3561;13551
4;164;14;54;3575;13605
4;165;15;58;3590;13663
4;166;13;55;3603;13718
4;167;11;38;3614;13756
4;168;12;42;3626;13798
4;169;12;38;3638;13836
4;170;24;87;3662;13923
4;171;55;192;3717;14115
4;172;18;76;3735;14191
4;173;26;113;3761;14304
4;174;11;45;3772;14349
4;175;16;63;3788;14412
4;176;50;170;3838;14582
5;1;27;97;27;97
5;2;54;215;81;312
5;3;62;240;143;552
5;4;31;121;174;673
5;5;43;178;217;851
5;6;61;252;278;1103
5;7;19;75;297;1178
5;8;27;106;324;1284
5;9;10;43;334;1327
5;10;7;37;341;1364
5;11;23;90;364;1454
5;12;48;189;412;1643
5;13;32;130;444;1773
5;14;25;106;469;1879
5;15;23;83;492;1962
5;16;20;67;512;2029
5;17;43;130;555;2159
5;18;31;119;586;2278
5;19;28;95;614;2373
5;20;22;84;636;2457
5;21;14;62;650;2519
5;22;18;69;668;2588
5;23;21;90;689;2678
5;24;16;66;705;2744
5;25;13;43;718;2787
5;26;14;53;732;2840
5;27;25;90;757;2930
5;28;16;54;773;2984
5;29;15;50;788;3034
5;30;9;35;797;3069
5;31;27;88;824;3157
5;32;43;145;867;3302
5;33;36;121;903;3423
5;34;13;46;916;3469
5;35;13;57;929;3526
5;36;24;78;953;3604
5;37;12;43;965;3647
5;38;13;55;978;3702
5;39;14;44;992;3746
5;40;20;60;1012;3806
5;41;69;249;1081;4055
5;42;26;102;1107;4157
5;43;16;61;1123;4218
5;44;41;175;1164;4393
5;45;31;123;1195;4516
5;46;26;102;1221;4618
5;47;16;59;1237;4677
5;48;53;205;1290;4882
5;49;33;121;1323;5003
5;50;10;40;1333;5043
5;51;23;89;1356;5132
5;52;28;102;1384;5234
5;53;15;74;1399;5308
5;54;39;132;1438;5440
5;55;14;57;1452;5497
5;56;11;43;1463;5540
5;57;23;94;1486;5634
5;58;13;50;1499;5684
5;59;20;74;1519;5758
5;60;28;102;1547;5860
5;61;16;66;1563;5926
5;62;14;55;1577;5981
5;63;13;60;1590;6041
5;64;48;187;1638;6228
5;65;12;58;1650;6286
5;66;24;98;1674;6384
5;67;25;81;1699;6465
5;68;30;113;1729;6578
5;69;20;83;1749;6661
5;70;20;81;1769;6742
5;71;19;72;1788;6814
5;72;34;116;1822;6930
5;73;26;88;1848;7018
5;74;8;35;1856;7053
5;75;25;84;1881;7137
5;76;16;51;1897;7188
5;77;23;81;1920;7269
5;78;19;61;1939;7330
5;79;10;40;1949;7370
5;80;19;70;1968;7440
5;81;15;63;1983;7503
5;82;29;117;2012;7620
5;83;21;81;2033;7701
5;84;16;57;2049;7758
5;85;15;60;2064;7818
5;86;7;37;2071;7855
5;87;17;60;2088;7915
5;88;12;46;2100;7961
5;89;47;186;2147;8147
5;90;15;71;2162;8218
5;91;21;76;2183;8294
5;92;13;62;2196;8356
5;93;24;106;2220;8462
5;94;24;87;2244;8549
5;95;51;178;2295;8727
5;96;20;75;2315;8802
5;97;30;98;2345;8900
5;98;9;31;2354;8931
5;99;11;41;2365;8972
5;100;15;60;2380;9032
5;101;25;91;2405;9123
5;102;9;33;2414;9156
5;103;21;77;2435;9233
5;104;24;95;2459;9328
5;105;19;76;2478;9404
5;106;51;193;2529;9597
5;107;26;115;2555;9712
5;108;23;85;2578;9797
5;109;16;52;2594;9849
5;110;65;240;2659;10089
5;111;13;57;2672;10146
5;112;21;72;2693;10218
5;113;15;62;2708;10280
5;114;23;86;2731;10366
5;115;17;63;2748;10429
5;116;44;135;2792;10564
5;117;29;94;2821;10658
5;118;11;43;2832;10701
5;119;25;89;2857;10790
5;120;12;36;2869;10826
6;1;19;74;19;74
6;2;14;46;33;120
6;3;13;44;46;164
6;4;11;40;57;204
6;5;12;50;69;254
6;6;31;131;100;385
6;7;16;60;116;445
6;8;13;49;129;494
6;9;9;42;138;536
6;10;13;52;151;588
6;11;10;34;161;622
6;12;26;86;187;708
6;13;10;28;197;736
6;14;25;81;222;817
6;15;9;24;231;841
6;16;10;31;241;872
6;17;17;50;258;922
6;18;7;27;265;949
6;19;38;127;303;1076
6;20;13;60;316;1136
6;21;14;50;330;1186
6;22;12;51;342;1237
6;23;12;41;354;1278
6;24;10;38;364;1316
6;25;32;122;396;1438
6;26;11;43;407;1481
6;27;16;63;423;1544
6;28;16;59;439;1603
6;29;9;34;448;1637
6;30;19;74;467;1711
6;31;26;103;493;1814
6;32;13;53;506;1867
6;33;14;58;520;1925
6;34;22;87;542;2012
6;35;28;102;570;2114
6;36;11;40;581;2154
6;37;19;64;600;2218
6;38;22;73;622;2291
6;39;18;60;640;2351
6;40;15;56;655;2407
6;41;12;43;667;2450
6;42;11;54;678;2504
6;43;14;60;692;2564
6;44;21;76;713;2640
6;45;9;36;722;2676
6;46;23;81;745;2757
6;47;14;51;759;2808
6;48;15;59;774;2867
6;49;8;38;782;2905
6;50;28;91;810;2996
6;51;17;57;827;3053
6;52;25;91;852;3144
6;53;16;64;868;3208
6;54;27;102;895;3310
6;55;7;30;902;3340
6;56;21;67;923;3407
6;57;22;67;945;3474
6;58;14;50;959;3524
6;59;32;100;991;3624
6;60;22;82;1013;3706
6;61;17;66;1030;3772
6;62;12;43;1042;3815
6;63;17;67;1059;3882
6;64;10;33;1069;3915
6;65;27;94;1096;4009
6;66;9;29;1105;4038
6;67;5;21;1110;4059
6;68;23;86;1133;4145
6;69;12;43;1145;4188
6;70;45;158;1190;4346
6;71;39;141;1229;4487
6;72;8;32;1237;4519
6;73;25;84;1262;4603
6;74;16;54;1278;4657
6;75;12;41;1290;4698
6;76;15;49;1305;4747
6;77;18;62;1323;4809
6;78;17;62;1340;4871
6;79;13;44;1353;4915
6;80;25;84;1378;4999
6;81;22;84;1400;5083
6;82;11;49;1411;5132
6;83;15;54;1426;5186
6;84;22;89;1448;5275
6;85;7;27;1455;5302
6;86;8;38;1463;5340
6;87;11;50;1474;5390
6;88;17;54;1491;5444
6;89;17;75;1508;5519
6;90;16;61;1524;5580
6;91;44;161;1568;5741
6;92;22;92;1590;5833
6;93;50;181;1640;6014
6;94;30;124;1670;6138
6;95;19;56;1689;6194
6;96;13;51;1702;6245
6;97;16;61;1718;6306
6;98;14;54;1732;6360
6;99;45;173;1777;6533
6;100;15;64;1792;6597
6;101;19;57;1811;6654
6;102;17;49;1828;6703
6;103;9;36;1837;6739
6;104;15;55;1852;6794
6;105;9;40;1861;6834
6;106;13;40;1874;6874
6;107;13;48;1887;6922
6;108;26;93;1913;7015
6;109;21;83;1934;7098
6;110;13;56;1947;7154
6;111;23;92;1970;7246
6;112;24;86;1994;7332
6;113;12;56;2006;7388
6;114;23;91;2029;7479
6;115;11;44;2040;7523
6;116;18;55;2058;7578
6;117;11;35;2069;7613
6;118;10;36;2079;7649
6;119;30;105;2109;7754
6;120;12;52;2121;7806
6;121;20;86;2141;7892
6;122;25;87;2166;7979
6;123;16;62;2182;8041
6;124;29;106;2211;8147
6;125;29;92;2240;8239
6;126;10;38;2250;8277
6;127;11;38;2261;8315
6;128;35;133;2296;8448
6;129;9;34;2305;8482
6;130;27;121;2332;8603
6;131;11;36;2343;8639
6;132;9;36;2352;8675
6;133;18;63;2370;8738
6;134;7;27;2377;8765
6;135;18;69;2395;8834
6;136;31;123;2426;8957
6;137;21;86;2447;9043
6;138;26;108;2473;9151
6;139;23;86;2496;9237
6;140;20;76;2516;9313
6;141;32;133;2548;9446
6;142;17;64;2565;9510
6;143;24;88;2589;9598
6;144;40;142;2629;9740
6;145;39;116;2668;9856
6;146;29;111;2697;9967
6;147;14;46;2711;10013
6;148;38;135;2749;10148
6;149;8;33;2757;10181
6;150;27;109;2784;10290
6;151;46;167;2830;10457
6;152;36;135;2866;10592
6;153;19;70;2885;10662
6;154;17;69;2902;10731
6;155;8;43;2910;10774
6;156;14;58;2924;10832
6;157;35;134;2959;10966
6;158;37;123;2996;11089
6;159;19;68;3015;11157
6;160;16;59;3031;11216
6;161;18;54;3049;11270
6;162;9;32;3058;11302
6;163;9;29;3067;11331
6;164;29;97;3096;11428
6;165;21;79;3117;11507
7;1;5;20;5;20
7;2;13;46;18;66
7;3;14;53;32;119
7;4;10;41;42;160
7;5;12;45;54;205
7;6;6;31;60;236
7;7;6;25;66;261
7;8;10;40;76;301
7;9;12;52;88;353
7;10;11;43;99;396
7;11;16;69;115;465
7;12;17;54;132;519
7;13;13;44;145;563
7;14;5;18;150;581
7;15;4;14;154;595
7;16;8;31;162;626
7;17;15;61;177;687
7;18;12;52;189;739
7;19;16;65;205;804
7;20;27;96;232;900
7;21;5;23;237;923
7;22;30;122;267;1045
7;23;12;52;279;1097
7;24;12;44;291;1141
7;25;7;31;298;1172
7;26;24;73;322;1245
7;27;32;120;354;1365
7;28;22;89;376;1454
7;29;16;62;392;1516
7;30;16;67;408;1583
7;31;16;58;424;1641
7;32;27;93;451;1734
7;33;30;99;481;1833
7;34;11;45;492;1878
7;35;18;65;510;1943
7;36;11;54;521;1997
7;37;37;149;558;2146
7;38;40;154;598;2300
7;39;14;60;612;2360
7;40;25;89;637;2449
7;41;11;39;648;2488
7;42;15;67;663;2555
7;43;36;141;699;2696
7;44;28;104;727;2800
7;45;10;42;737;2842
7;46;18;79;755;2921
7;47;14;58;769;2979
7;48;14;69;783;3048
7;49;15;62;798;3110
7;50;20;78;818;3188
7;51;19;84;837;3272
7;52;10;44;847;3316
7;53;38;131;885;3447
7;54;34;118;919;3565
7;55;8;30;927;3595
7;56;15;58;942;3653
7;57;31;110;973;3763
7;58;18;63;991;3826
7;59;20;69;1011;3895
7;60;9;29;1020;3924
7;61;10;34;1030;3958
7;62;11;42;1041;4000
7;63;13;58;1054;4058
7;64;14;63;1068;4121
7;65;16;54;1084;4175
7;66;14;52;1098;4227
7;67;10;34;1108;4261
7;68;7;28;1115;4289
7;69;27;108;1142;4397
7;70;17;68;1159;4465
7;71;25;99;1184;4564
7;72;13;60;1197;4624
7;73;34;124;1231;4748
